Origin Airport Code,Dest Airport Code,Fly Distance,Origin Latitude,Origin Longitude,Dest Latitude,Dest Longitude
SLC,MIA,2088,40.771,-111.965,25.788,-80.317
SLC,MSP,991,40.771,-111.965,44.885,-93.231
SLC,ORD,1250,40.771,-111.965,41.96,-87.932
SLC,PHL,1927,40.771,-111.965,39.873,-75.227
SLC,PIT,1660,40.771,-111.965,40.48459,-80.21448
SLC,SAN,626,40.771,-111.965,32.734,-117.183
SLC,SAT,1087,40.771,-111.965,29.544,-98.484
SLC,SFO,599,40.771,-111.965,37.62,-122.366
SLC,SMF,532,40.771,-111.965,38.701,-121.595
SLC,STL,1156,40.771,-111.965,38.752,-90.373
SLC,TPA,1888,40.771,-111.965,27.963,-82.54
SMF,ATL,2092,38.701,-121.595,33.63,-84.442
SMF,AUS,1481,38.701,-121.595,30.183,-97.68
SMF,BNA,1917,38.701,-121.595,36.111,-86.688
SMF,BOS,2636,38.701,-121.595,42.361,-71.01
SMF,CLT,2244,38.701,-121.595,35.223,-80.954
SMF,DEN,909,38.701,-121.595,39.847,-104.656
SMF,DFW,1431,38.701,-121.595,32.897,-97.022
SMF,EWR,2500,38.701,-121.595,40.683,-74.169
SMF,IAD,2358,38.701,-121.595,38.935,-77.447
SMF,IAH,1609,38.701,-121.595,29.984,-95.361
SMF,LAX,373,38.701,-121.595,33.938,-118.387
SMF,MDW,1790,38.701,-121.595,41.784,-87.755
SMF,MIA,2552,38.701,-121.595,25.788,-80.317
SMF,MSP,1517,38.701,-121.595,44.885,-93.231
SMF,ORD,1781,38.701,-121.595,41.96,-87.932
SMF,SAN,480,38.701,-121.595,32.734,-117.183
SMF,SBA,310,38.701,-121.595,34.4241,-119.84249
SMF,SFO,86,38.701,-121.595,37.62,-122.366
SMF,SLC,532,38.701,-121.595,40.771,-111.965
SMF,STL,1679,38.701,-121.595,38.752,-90.373
STL,ATL,484,38.752,-90.373,33.63,-84.442
STL,AUS,721,38.752,-90.373,30.183,-97.68
STL,BNA,272,38.752,-90.373,36.111,-86.688
STL,BOS,1047,38.752,-90.373,42.361,-71.01
STL,BWI,738,38.752,-90.373,39.173,-76.684
STL,CLT,575,38.752,-90.373,35.223,-80.954
STL,CMH,409,38.752,-90.373,39.991,-82.877
STL,DCA,719,38.752,-90.373,38.847,-77.035
STL,DEN,770,38.752,-90.373,39.847,-104.656
STL,DFW,550,38.752,-90.373,32.897,-97.022
STL,DTW,440,38.752,-90.373,42.231,-85
STL,EWR,872,38.752,-90.373,40.683,-74.169
STL,FLL,1057,38.752,-90.373,26.079,-80.162
STL,IAD,696,38.752,-90.373,38.935,-77.447
STL,IAH,667,38.752,-90.373,29.984,-95.361
STL,ICT,392,38.752,-90.373,37.648,-97.43
STL,LAX,1592,38.752,-90.373,33.938,-118.387
STL,LGA,888,38.752,-90.373,40.779,-73.88
STL,MCI,237,38.752,-90.373,39.297,-94.731
STL,MCO,882,38.752,-90.373,28.418,-81.324
STL,MDW,251,38.752,-90.373,41.784,-87.755
STL,MIA,1068,38.752,-90.373,25.788,-80.317
STL,MSP,448,38.752,-90.373,44.885,-93.231
STL,ORD,258,38.752,-90.373,41.96,-87.932
STL,PHL,814,38.752,-90.373,39.873,-75.227
STL,PIT,554,38.752,-90.373,40.48459,-80.21448
STL,SAN,1557,38.752,-90.373,32.734,-117.183
STL,SAT,786,38.752,-90.373,29.544,-98.484
STL,SLC,1156,38.752,-90.373,40.771,-111.965
STL,SMF,1679,38.752,-90.373,38.701,-121.595
STL,TPA,869,38.752,-90.373,27.963,-82.54
TPA,ACY,913,27.963,-82.54,39.452,-74.567
TPA,ATL,406,27.963,-82.54,33.63,-84.442
TPA,AUS,928,27.963,-82.54,30.183,-97.68
TPA,BNA,612,27.963,-82.54,36.111,-86.688
TPA,BOS,1185,27.963,-82.54,42.361,-71.01
TPA,BWI,842,27.963,-82.54,39.173,-76.684
TPA,CLT,507,27.963,-82.54,35.223,-80.954
TPA,CMH,829,27.963,-82.54,39.991,-82.877
TPA,DCA,814,27.963,-82.54,38.847,-77.035
TPA,DEN,1506,27.963,-82.54,39.847,-104.656
TPA,DFW,929,27.963,-82.54,32.897,-97.022
TPA,DTW,983,27.963,-82.54,42.231,-85
TPA,EWR,997,27.963,-82.54,40.683,-74.169
TPA,FLL,197,27.963,-82.54,26.079,-80.162
TPA,GRR,1041,27.963,-82.54,42.882,-85.523
TPA,IAD,811,27.963,-82.54,38.935,-77.447
TPA,IAH,787,27.963,-82.54,29.984,-95.361
TPA,LAX,2158,27.963,-82.54,33.938,-118.387
TPA,LGA,1010,27.963,-82.54,40.779,-73.88
TPA,MCI,1048,27.963,-82.54,39.297,-94.731
TPA,MCO,81,27.963,-82.54,28.418,-81.324
TPA,MDW,997,27.963,-82.54,41.784,-87.755
TPA,MIA,204,27.963,-82.54,25.788,-80.317
TPA,MSP,1306,27.963,-82.54,44.885,-93.231
TPA,ORD,1011.700424,27.963,-82.54,41.96,-87.932
TPA,PHL,920,27.963,-82.54,39.873,-75.227
TPA,PIT,873,27.963,-82.54,40.48459,-80.21448
TPA,PVD,1136,27.963,-82.54,41.723,-71.432
TPA,RIC,723,27.963,-82.54,37.512,-77.323
TPA,SAN,2087,27.963,-82.54,32.734,-117.183
TPA,SAT,972,27.963,-82.54,29.544,-98.484
TPA,SFO,2393,27.963,-82.54,37.62,-122.366
TPA,SLC,1888,27.963,-82.54,40.771,-111.965
TPA,STL,869,27.963,-82.54,38.752,-90.373
